,Unnamed: 0,Tweet,Preprocessed Tweet,label_id,label
798,798,@user wouldn't cross the street to piss on its server if it was on dire ,would it cross street piss server dire,0,anger
799,799,"If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring. ",it respond email within says will killed animated gif girl ring,0,anger
800,800,I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles. ,heard movie bob furious skittles analogy upset it actually skittles,0,anger
801,801,#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow. ,white supremacists terrorize everyone differing cultures online continue offline tomorrow,0,anger
802,802,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO ,candice i pout gets preposterous week week i gone bit jack nichols i joker go,0,anger
803,803,"Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC ",bake to match phone nightmare i stressed go,3,sadness
804,804,even walking around with my family members who carry guns makes me nervous and theyre my family.... ,even walking around family members carry guns makes nervous there family,0,anger
805,805,75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here. ,tienes reaches deep cross back post plays back across allow defence clear celtic relentless,3,sadness
806,806,What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever ,sad day it day fall it dislike fall love summer sadness,3,sadness
807,807,untypical kinda Friday #dull ,typical kinda friday dull,3,sadness
808,808,@user I fell and heard a snap hffffhj ,fell heard snap,3,sadness
809,809,"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep ",half past midnight loud banging front door told new rape cases edinburgh today joyful sleep,1,joy
810,810,5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day ,blues riding cab home i belly much bigger rest body couldnt peggy lose day,3,sadness
811,811,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡  ",i always one song makes turn radio i rather sit silence,0,anger
812,812,"Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot ",symmetry key everything must aesthetically pleasing possible hold twin pistols bot,2,optimism
813,813,He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus. ,totally knew trump finally gets revenge i throws christie bus,0,anger
814,814,Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl ,recording fhaf facetime mum let know okay let high pitched scream horror,1,joy
815,815,"@user Like, despite all my irritation towards ur ship, at least its canon. BuckyNat is canon, (and clintwanda is canon) ",like despite irritation towards ur ship least canon canon canon,0,anger
816,816,"@user @user yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right. ",yeah figured ornaments way wanted spear desolate gear well thought right,2,optimism
817,817,Panda eyed jaunty after watching jaws until late! ,panda eyed jaunty watching jaws late,1,joy
818,818,Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB ,affliction part needs must regarding psychological moment,1,joy
819,819,I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown ,it even feel anger anymore ca it explain tulsa charlotte crayon ferguson,0,anger
820,820,Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry ,projection perception see someone else also level within anger worry,0,anger
821,821,"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation ",people need way escape escape corrupted worldship reality likethis fury constant pain amp stress need vacation,0,anger
822,822,@user &amp; @user must be rejoicing ovet #Charlotte protests. \n#NorthCarolina ,amp must rejoicing over charlotte protests i,1,joy
823,823,@user fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens ,fix hideaway depth chart invalid glitch close madden reopen overtime happens,0,anger
824,824,@user Think about it if he need white peoples votes wouldn't just reach out about things that only concern them &amp; leave out rest? ,think need white peoples votes would it reach things concern amp leave rest,0,anger
825,825,"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism. ",bilal aboot iraq immigrant lives mesquite texas sentenced months prison lying feds terrorism,0,anger
826,826,I know this is going to be one of those nights where it takes an Act of God to fall asleep.  #restless ,know going one nights takes act god fall asleep restless,3,sadness
827,827,Banger sit in 2013 reason why we great doings him alias for why we rejoice in he.: kzfqR ,banger sit reason great doings alias rejoice,1,joy
828,828,i feel furious ,feel furious,0,anger
829,829,"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes.  ",it know i worse new pizza hut commercials pizza pizza hut makes,0,anger
830,830,I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree ,always thought empathetic i becoming clear majority guys plain insensitive alarming degree,0,anger
831,831,"#NawazSharif says lets end #terror. Sure, let #IndianArmedForces target the bases without #Pakistan interference #Karma? ",says lets end terror sure let target bases without pakistan interference karma,0,anger
832,832,@user @user @user entire team from coaches on down played and coached scared from jumpstreet. #intimidated ,entire team coaches played coached scared intimidated,0,anger
833,833,Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie. ,wonder mother knows dark humor needs realize much butt apple pastels pie,1,joy
834,834,Why doesn't anybody I know watch penny dreadful? ☹️️ ,it anybody know watch penny dreadful,3,sadness
835,835,Thank you @user for the balloons today. #smile #goodday #48 ,thank balloons today smile goddam,1,joy
836,836,Currently listening to @user &amp; @user @user podcasts!! Can you guys please move to #yvr ? #hilarious #missyou ,currently listening amp podcasts guys please move yer hilarious mission,1,joy
837,837,Depression sucks!  ,depression sucks,3,sadness
838,838,"@user hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant ",hard tell pic mistake either way nothing said initially race took ignorant,0,anger
839,839,how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad.. ,maybe parents would understand fear indifference mom dad,3,sadness
840,840,@user bubble implies it will burst? ,bubble implies burst,3,sadness
841,841,@user @user New campaign slogan idea...'I know you are but what am I?'  #Trump2016 #yourefired #deflect ,new campaign slogan idea know trump deflect,0,anger
842,842,"my school photo is honestly horrid, i look so ew😅 ",school photo honestly horrid look ew,3,sadness
843,843,"I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense. #CharlotteProtest  ",i mad injustice i going smash neighbours windows makes perfect sense,0,anger
844,844,@user @user No grudge. Only truth in abundance. ,grudge truth abundance,2,optimism
845,845,"That's me for the evening, though! Way too lit to finish these off properly without causing some serious mischief. ",i evening though way lit finish properly without causing serious mischief,2,optimism
846,846,"@user oh so true, so true.  ",oh true true,1,joy
847,847,@user 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show.  ,customer service beyond appalling faulty dryer replacement breaks within was parts was engineers show,0,anger
848,848,How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳 ,world nicole beat paul terrible be finale jury thinking,0,anger
849,849,Baaarissshhhhh + sad song =  prefect night — feeling alone ,sad song prefect night i feeling alone,3,sadness
850,850,"Walk right through them! See way past them, and don't even hesitate running them over. ",walk right see way past it even hesitate running,2,optimism
851,851,Im really constipated. This is depressing ,im really constipated depressing,3,sadness
852,852,@user @user this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!! ,individual clearly trying intimidate leo see issue stop causing issues pushing limits,0,anger
853,853,"#AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new #lights #dark #showroom #news #wirral ",nights drawing great time look putting new lights dark showroom news viral,1,joy
854,854,Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @user ,it whole it i hijacked argument argument used ban discourage display it george i cross shame,0,anger
855,855,Watch this amazing live.ly broadcast by @user  #musically ,watch amazing lively broadcast musically,1,joy
856,856,That rocky horror remake looks a bit w a n k ,rocky horror remake looks bit i i i,0,anger
857,857,I wish there were unlimited glee episodes:( so I could watch them forever. #gleegoodbye ,wish unlimited glee episodes could watch forever,1,joy
858,858,"Why does @user have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages  ",come glasgow night working fucking gutted waiting appearance ages,0,anger
859,859,Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡 ,absolutely fuming woman jumped rebooted taxi drove,0,anger
860,860,@user we are not concerned about Pakistan's internal affairs. But the terrorism as it's state &amp; economic policy.#terroristnation ,concerned pakistan i internal affairs terrorism i state amp economic policy,0,anger
861,861,#Trump ’s ‘Make America Great Again’ plan is exactly like the first 15 minutes of the #movie #ChildrenOfMen.\n\n#cages #terrorism #refugees ,trump i i make america great i plan exactly like first minutes movie cages terrorism refugees,0,anger
862,862,im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem ,im like this better moment cuz panic later obviously better every opportunity choose make seem,3,sadness
863,863,@user The @user had a good one but then the reporter quit. #sad ,good one reporter quit sad,3,sadness
864,864,@user just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything  ,preordered pale ep would paid phone call would freaked said anything,3,sadness
865,865,Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry ,paul forever paul paul played better game be angry,0,anger
866,866,never afraid to start over ,never afraid start,2,optimism
867,867,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger? ,miss fact swung amp hit sister face golf club previously fit anger,0,anger
868,868,And I won't even get started with Hillary and her fancy fundraisers! #depressing ,wo it even get started hillary fancy fundraisers depressing,3,sadness
869,869,@user forest gate u could see he was a bully cunt big bald cunt his mates looked in shock when I hit him and didn't do shit when he ,forest gate could see bully cunt big bald cunt mates looked shock hit it shit,0,anger
870,870,#IndiaMissingIndira that she could never solve Kashmir Problem and kept it burning for Vote Bank\n#TerrorStatePak ,could never solve kashmir problem kept burning vote bank,0,anger
871,871,#quote What U #fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky ,quote fear controls u fear life ur mind real difficulties overcome cheryl janeway,2,optimism
872,872,to shake and my mouth was chattering and I couldn't take right because all of my body was trembling so I went outside ,shake mouth chattering could it take right body trembling went outside,3,sadness
873,873,Very depressing seeing my whole fam packing to go on holiday tomorrow and I'm just staying here 🙃 ,depressing seeing whole fam packing go holiday tomorrow i staying,3,sadness
874,874,schneiderlin taking his revenge for the 2 fouls ,taking revenge fouls,0,anger
875,875,Lol little things like that make me so angry x ,laughing loud little things like make angry i,0,anger
876,876,"Cuddling literally kills depression, relieves anxiety, and strengthens the immune system. ",cuddling literally kills depression relieves anxiety strengthens immune system,2,optimism
877,877,@user @user varsity pine riding ,varsity pine riding,1,joy
878,878,This has #turned out #better then I expected admitting you tried to #intimidate 😂😂 #cantstoplaughing I really can't and it's in #spokeword ,turned better expected admitting tried intimidate really ca it i,1,joy
879,879,"@user  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @user @user #BBCTW ",oh good god quentin let's one comedy turns angry,0,anger
880,880,@user @user And the dreadful Franglaise. ,dreadful,0,anger
881,881,@user Doesn't explain the ability to land at Manchester but not Bradford - other than more convenient for Flybe. Many unhappy travelers ,it explain ability land manchester bradford convenient flyby many unhappy travelers,3,sadness
882,882,Watch this amazing live.ly broadcast by @user  #musically ,watch amazing lively broadcast musically,1,joy
883,883,"@user May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class.  ",may suggest meal made beans onions amp garlic day class,1,joy
884,884,I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot ,hate im singing idiot thinks join like fucking glee,0,anger
885,885,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout ,dentist said i going numb front lip all feel ve got lips like pete burns right pout,3,sadness
886,886,People often grudge others what they cannot enjoy themselves. ,people often grudge others enjoy,0,anger
887,887,"Yeah I'm hot nigga, they say im burning uhhhhh ",yeah i hot nigga say im burning,0,anger
888,888,"They want as police state, they are fearful imbeciles..@interpretingall @user @user @user ",want police state fearful imbeciles,0,anger
889,889,"Lmboo , using my nephew for meme #hilarious ",labor using nephew meme hilarious,1,joy
890,890,@user I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned ,irate checking system tried checking day would it let seat assigned,0,anger
891,891,"@user Event started! everyone is getting ready to travel to the lake of rage, where everything glows ",event started everyone getting ready travel lake rage everything glows,0,anger
892,892,@user #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!! ,fear amp anger similar hitler preached come power germany wake america,0,anger
893,893,$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated. ,sept would step patients amp mom i advocate drug work anyone listen step my i comm elated,0,anger
894,894,@user ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! #nervous ,ill vip tickets ca it wait meet never met famous person admire nervous,1,joy
895,895,@user @user had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you ❤️ ,fun funniest person much hilarity usual thank redhead,1,joy
896,896,@user and have social anxiety. There is many awkward things wrong with me. 😄 ,social anxiety many awkward things wrong,1,joy
897,897,@user @user the struggle is real. Whoa! I worry for the younger generation 💔 ,struggle real whoa worry younger generation brokenhearted,3,sadness
898,898,matt and i just did a psychological study on provocation in abusive relationships. ,matt psychological study provocation abusive relationships,2,optimism
899,899,@user @user ya and the d was what I was most confident about..... our offense is as good as it's been in 20 years...our d sucks ,ya confident offense good i years sucks,0,anger
900,900,"@user gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He- ",gives frustrated growl stepping closer putting gun barrier alarms nothing happened he,0,anger
901,901,Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate  ,thanks ripping i enough one way flight man fry i bag free gate,0,anger
902,902,"@user can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  ",please canadian players play us players lag atrocious trash,0,anger
903,903,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again...  ",gash it queue minutes put it sport dept cancel back queue,0,anger
904,904,@user switch host no bullet rage. ,switch host bullet rage,0,anger
905,905,a #monster is only a #monster if you view him through #fear ,monster monster view fear,2,optimism
906,906,@user don't leave me  ,it leave,3,sadness
907,907,@user fucking hell mate absolute nightmare 😓 ,fucking hell mate absolute nightmare,0,anger
908,908,"Michelle, who did NOTHING is hating on Nicole's game hahaha.... #bitter #bb18 ",michelle nothing hating nicole i game hahaha bitter be,1,joy
909,909,"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life ",stuck roof house provides amazing view sheer terror falling kinda like life,1,joy
910,910,Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO ,think val might going week all take rest week work mourn i sure all understand go,3,sadness
911,911,"@user appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one  ",appointment booked today waited day nobody showed also requested call back never got one,0,anger
912,912,@user @user @user @user @user @user @user @user @user it's an insult. ,i insult,0,anger
913,913,im so gloomy today ,im gloomy today,3,sadness
914,914,@user the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! 😍 ,red one would look super pretty bronze glowy nude lip makeup look red black would pretty dark lip,1,joy
915,915,@user @user USA was embarrassing to watch. When was the last time you guys won a game..?  #joke ,usa embarrassing watch last time guys game joke,0,anger
916,916,I can already tell this programme is going to infuriate me #ExtremeWorld ,already tell programme going infuriate,0,anger
917,917,Watch this amazing live.ly broadcast by @user #lively #musically ,watch amazing lively broadcast lively musically,1,joy
918,918,When will the weeks full of Mondays end??  ,weeks full mondays end,3,sadness
919,919,More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday ,checking work today coffee drank i serious business in thursday bring friday,1,joy
920,920,whats with these boxes when i search google on chrome #horrible #distracting ,whats boxes search google chrome horrible distracting,0,anger
921,921,Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready.  ,last night dream today christmas woke screaming it ready,3,sadness
922,922,10 minutes with an incense and all I get is 2 Rattatas. 😂#PokemonGO ,minutes incense get pokemon,0,anger
923,923,@user I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔  ,ve disconnected whilst holiday it move house it october,0,anger
924,924,"Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes. ",sounds like donald trump spent today making extra extra sure i get frightened white conservative racist votes,0,anger
925,925,so lost i'm faded ,lost i faded,3,sadness
926,926,You don't know what to expect by Brendon's video lmao LA devotee video got me shook  ,it know expect brendon i video lao la devotee video got shook,1,joy
927,927,Anyone else find @user 'anniversary windows 10 update 1607' a Complete #nightmare ,anyone else find anniversary windows update complete nightmare,0,anger
928,928,@user Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible ,ca it believe rude cashier today returning item customer service slacking terrible,0,anger
929,929,@user @user It's hilarious ,i hilarious,1,joy
930,930,"Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa #haunt ",friday open tonight tomorrow get jump halloween come play us tulsa haunt,1,joy
931,931,@user [he gives a gleeful squeak and wraps around you] All mine! ,gives gleeful squeak wraps around mine,1,joy
932,932,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness ,moving clips youtube tonight vigil held tulsa metropolitan baptist church justice sadness,3,sadness
933,933,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible ,watched tea first time long time hell happened wwe terrible,0,anger
934,934,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol  #punny ",i man know juggle it balls in funny pun lol funny,1,joy
935,935,"@user whats with the 50p a minute charge to 150, insult to injury ",whats i minute charge insult injury,0,anger
936,936,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking ,unruly kids morning thanks ripping flower beds roots parents watch shocking,0,anger
937,937,"@user @user Yep, as I pointed out before, it's the politics of loathing. That's why the big candidates are so horrible. ",yep pointed i politics loathing i big candidates horrible,0,anger
938,938,"@user @user hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay #blues ",hi dom saw notes county away looking muff away ticket pay blues,3,sadness
939,939,"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen ",spend i shimmy i drinks all raging know i gon na happen,0,anger
940,940,Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks. ,looks like india finally taking pakistan i i terrorism task,2,optimism
941,941,@user Old age?! No hope for the rest of us. Destined to become deatheaters by 50  ,old age hope rest us destined become,0,anger
942,942,"Rojo is just terrible, how is he in our team 😂😂 ",mojo terrible team,0,anger
943,943,aaahhhh! a little @user to soothe the soul. #music #blues ,little soothe soul music blues,1,joy
944,944,The whole idea f a nation revolves around Kashmir &amp; global terrorism: evrn don't care their kids dying of hunger. #NawazFightsForKashmir ,whole idea i nation revolves around kashmir amp global terrorism even it care kids dying hunger,3,sadness
945,945,Need advice on how to get out of this rut!!!! #depressing #needmotivation ,need advice get rut depressing,3,sadness
946,946,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter ,blame whole season natalie season would different turned back alliance pissed bitter,0,anger
947,947,@user looks that way. But let's think about Rohan last week ... #optimism ,looks way let i think rohan last week optimism,2,optimism
948,948,Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL ,thinking trying comedy youtube always fond time nut laughter comedy lol,1,joy
949,949,I don't think it's fully sunk in that Val is gone yet ,it think i fully sunk val gone yet,0,anger
950,950,@user lol. Love it when you aggravate Juan. Keep up the good work. Lol ,lol love aggravate juan keep good work laughing loud,1,joy
951,951,@user @user wat an irony? #Pakistan lecturing the world on curbing  ,wat irony pakistan lecturing world curbing,0,anger
952,952,@user cheer up chuck😘 ,cheer chuck,1,joy
953,953,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats  ,shoutout drunk man bus pissed bottle seats,0,anger
954,954,@user goodbye despair ,goodbye despair,3,sadness
955,955,Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @user #WannaGetAway #Contest  ,headed mow layover sly got food wrong move bailed food amp barely made contest,0,anger
956,956,Someone wake me when @user make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much ,someone wake make remix why be election terrorism riots much,0,anger
957,957,Unbelievable takes 10 minutes to get through to @user then there's a fault and the call hangs up #fuming #treatcustomersfairly ,unbelievable takes minutes get i fault call hangs fuming,0,anger
958,958,Manchester derby at home #revenge ,manchester derby home revenge,0,anger
959,959,@user &lt;• change them himself. He follows behind with a scowl pinching his lips and takes the sheets to his room. 'So who is •&gt; ,it i change follows behind scowl pinching lips takes sheets room so i it,2,optimism
960,960,If I was a ghost I'd haunt people by giving them cramps in both of their legs when they do cardio 😈😈😈 #Mwahaha ,ghost i haunt people giving cramps legs cardio hahaha,1,joy
961,961,"sure, ohio state is terrible, ohio is awful, etc, etc\n\nthese feelings began with the toldeo war \n\nso, maybe don't campaign there? ",sure ohio state terrible ohio awful etc feelings began toledo war so maybe it campaign,0,anger
962,962,@user See your primary care doctor. They can prescribe meds and refer you to a psychiatrist for eval. Don't mess with depression. ,see primary care doctor prescribe meds refer psychiatrist eval it mess depression,3,sadness
963,963,Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding . ,obama admin rejects texas plan refugees vetted terrorism texas pulls fed refugee resettlement program aiding,2,optimism
964,964,"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming ",go homely pure piece to gold channel attempt tart mary sue mel gone i i fuming,0,anger
965,965,gifs on iOS10 messaging app are hilarious. ,gift is messaging app hilarious,1,joy
966,966,@user should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean  #stoppickingonwomen ,stopped smiled prudent funny mean,0,anger
967,967,@user #dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy ,better two carriages birmingham herefor room stand anymore friday commute unhappy,3,sadness
968,968,hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her ,hi genders lived swinish state would without hesitation vote clinton amp would without supporting,2,optimism
969,969,I asked Jared to marry me and he said no.  ,asked jared marry said,3,sadness
970,970,im 16 if you want to see my dick snap/kik me at hiya2247 😘 #kik #kikme #snapchat  #snapme #horny #porn #naked #young ,im want see dick napkin hiya kid kike snapchat snape horny porn naked young,1,joy
971,971,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible ",texans played horrible bad play calling bad protection ball bad coaching bad defense bad overall performance texans horrible,0,anger
972,972,"@user Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et. ",sadly enough names whole farewell tour situation would make shy away good value i et,3,sadness
973,973,Bayern Munich pitch is horrific ,barn munich pitch horrific,0,anger
974,974,At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society ,least it guy trying discourage anymore want never become anything worth contributing society,0,anger
975,975,@user awe thank you so much Lyle!! You're the best!😀😀 ,awe thank much lyle re best,1,joy
976,976,@user @user @user the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run ,pledge would never made petulant child nostrum it threaten run,0,anger
977,977,"@user hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant ",hard tell pic mistake either way nothing said initially race took sad ignorant,3,sadness
978,978,Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded ,try find good negative negative turn good optimism,2,optimism
979,979,Why would Enrique sub off busquet? #hilarious ,would enrique sub banquet hilarious,1,joy
980,980,the rappers who stayed true to the game is rich. ,rappers stayed true game rich,2,optimism
981,981,😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along? ,ugh want i like nightmare get along,0,anger
982,982,@user Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far) ,i good great it breathe horror film month fav horror film year far,1,joy
983,983,i resent biting my tongue. ,resent biting tongue,0,anger
984,984,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game ,re busy coding whole network manager united based teamwork networking gamed game,1,joy
985,985,"If you let a general tweet offend you, you definitely shouldn't be on twitter. ",let general tweet offend definitely it twitter,0,anger
986,986,"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse  #issues ",ever really lonely phone keeps blowing i pick respond people anxiety recluse issues,3,sadness
987,987,Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!! #fume #instagram ,instagram seriously sort so spent ages writing caption delete post fume instagram,0,anger
988,988,@user you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service ,charge extra sending someone cable service still it work i robbery cable horrible service,0,anger
989,989,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris ,regret things tempered time regret things inconsolable sydney i harris,3,sadness
990,990,"@user So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences ",worry emphasis keeping family together guiding principle due experiences,2,optimism
991,991,@user #klitschko @user over fury any day #boxing ,fury day boxing,0,anger
992,992,That's fucking horrific defending from Schalke ,i fucking horrific defending shake,0,anger
993,993,I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants ,feel like one twitter anyone see write sadness rants,3,sadness
994,994,lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them ,lol mention pak am even speech international news channel paris rejoicing world stands,1,joy
995,995,@user DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything' ,direct best apparently sit silent anger do it press say anything,0,anger
996,996,Ok but how are the fast &amp; furious movies NOT classified as comedy's? 🤔 ,ok fast amp furious movies classified comedy i,1,joy
997,997,@user #terrible Paul so deserved that win!!! #bbfail ,terrible paul deserved win fail,1,joy
998,998,the 1975 are playing antichrist why won't @user play hustle it's an outrage ,playing antichrist wo it play hustle i outrage,0,anger
999,999,@user #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions ,wait facts video hate ask questions later protest suggestions,0,anger
1000,1000,"“It is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.” ",i death people afraid getting end life realize never truly lived i,2,optimism
1001,1001,"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better ",strong independent practical stop living world fantasy snap faster get used reality better,2,optimism
1002,1002,"Well, this is cheery. #MrRobot ",well cheery robot,1,joy
1003,1003,Is this the Krusty Krab?\n\nNo this is crippling depression ,krusty grab nano crippling depression,3,sadness
1004,1004,Follow this amazing Australian author @user #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove ,follow amazing australian author fiction horror zombies angels demons vampires werewolves follow,1,joy
1005,1005,"@user what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much. ",i i gender bias indignant saddle i daughter opt leather jacket thank much,0,anger
1006,1006,"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg ",tell happy anniversary happy bitter jambalaya,3,sadness
1007,1007,The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious?  ,apocalypse hit gym i nothing thought would everyone wearing vests i contagious,0,anger
1008,1008,13 hour @user rides make me #angry #sorry ,hour rides make angry sorry,0,anger
